anyaca,quadri,codgrup,codass,dia,h_i,h_f,tpla,setmana,ordre,id,sigles_ud,nom,grau,codaul
2021,1,K70,340357,2,12:30,14:30,T,,,560597,INTE-C5O44,INTERNET,K,VGA211
2021,1,K7011,340357,5,12:30,14:30,L,,,560470,INTE-C5O44,INTERNET,K,VGA108
2021,1,K7012,340357,2,10:30,12:30,L,,,560456,INTE-C5O44,INTERNET,K,VGA108
2021,1,M70,340357,2,12:30,14:30,T,,,560598,INTE-C5O44,INTERNET,M,VGA211
2021,1,M7011,340357,5,12:30,14:30,L,,,560472,INTE-C5O44,INTERNET,M,VGA108
2021,1,M7012,340357,2,10:30,12:30,L,,,560465,INTE-C5O44,INTERNET,M,VGA108
2021,1,D71,340263,3,17:00,19:00,T,2,,560701,INPS-D7P32,INTERACCIÓ PERSONA-SISTEMA,D,VGA212
2021,1,D71,340263,3,15:00,17:00,T,,,560294,INPS-D7P32,INTERACCIÓ PERSONA-SISTEMA,D,VGA212
2021,1,D7111,340263,3,17:00,21:00,L,1,,560605,INPS-D7P32,INTERACCIÓ PERSONA-SISTEMA,D,VGA108
2021,1,N10,340020,4,10:30,12:30,T,,,563610,INFO-N1O23,INFORMÀTICA,N,VGB001
2021,1,N1011,340020,1,8:30,10:30,L,,,563618,INFO-N1O23,INFORMÀTICA,N,VGA105
2021,1,N1012,340020,2,12:30,14:30,L,,,563623,INFO-N1O23,INFORMÀTICA,N,VGA108
2021,1,N1021,340020,3,12:30,14:30,L,,,563626,INFO-N1O23,INFORMÀTICA,N,VGA111
2021,1,N11,340020,1,10:30,12:30,T,,,563630,INFO-N1O23,INFORMÀTICA,N,VGB007
2021,1,N1111,340020,5,12:30,14:30,L,,,563637,INFO-N1O23,INFORMÀTICA,N,VGA109
2021,1,N1112,340020,2,10:30,12:30,L,,,563639,INFO-N1O23,INFORMÀTICA,N,VGA111
2021,1,N1121,340020,5,10:30,12:30,L,,,563642,INFO-N1O23,INFORMÀTICA,N,VGA109
2021,1,N12,340020,2,10:30,12:30,T,,,563646,INFO-N1O23,INFORMÀTICA,N,VGB003
2021,1,N1211,340020,1,12:30,14:30,L,,,563654,INFO-N1O23,INFORMÀTICA,N,VGA105
2021,1,N1212,340020,1,12:30,14:30,L,,,563658,INFO-N1O23,INFORMÀTICA,N,VGA109
2021,1,N1221,340020,5,8:30,10:30,L,,,560687,INFO-N1O23,INFORMÀTICA,N,VGA108
2021,1,N13,340020,1,19:00,21:00,T,,,563662,INFO-N1O23,INFORMÀTICA,N,VGB008
2021,1,N1311,340020,1,15:00,17:00,L,,,563668,INFO-N1O23,INFORMÀTICA,N,VGA111
2021,1,N1312,340020,2,15:00,17:00,L,,,563671,INFO-N1O23,INFORMÀTICA,N,VGA109
2021,1,N1321,340020,3,15:00,17:00,L,,,563679,INFO-N1O23,INFORMÀTICA,N,VGA108
2021,1,N14,340020,1,17:00,19:00,T,,,563734,INFO-N1O23,INFORMÀTICA,N,VGB003
2021,1,N1411,340020,2,19:00,21:00,L,,,563735,INFO-N1O23,INFORMÀTICA,N,VGA111
2021,1,N1412,340020,4,19:00,21:00,L,,,563736,INFO-N1O23,INFORMÀTICA,N,VGA109
2021,1,I30,340376,5,10:30,12:30,T,,,559980,INEP-I3O23,INTRODUCCIÓ A L'ENGINYERIA DEL PROGRAMARI,I,VGB008
2021,1,I3011,340376,5,12:30,14:30,L,,,559986,INEP-I3O23,INTRODUCCIÓ A L'ENGINYERIA DEL PROGRAMARI,I,VGB008
2021,1,I3012,340376,3,12:30,14:30,L,,,560772,INEP-I3O23,INTRODUCCIÓ A L'ENGINYERIA DEL PROGRAMARI,I,VGA211
2021,1,I3021,340376,3,10:30,12:30,L,,,559991,INEP-I3O23,INTRODUCCIÓ A L'ENGINYERIA DEL PROGRAMARI,I,VGA211
2021,1,I10,340369,1,12:30,14:30,T,2,,563685,INCO-I1O01,INTRODUCCIÓ ALS COMPUTADORS,I,VGB104
2021,1,I10,340369,3,8:30,10:30,T,,,563686,INCO-I1O01,INTRODUCCIÓ ALS COMPUTADORS,I,VGB104
2021,1,I1011,340369,3,12:30,14:30,L,,,563700,INCO-I1O01,INTRODUCCIÓ ALS COMPUTADORS,I,VGA123
2021,1,I1012,340369,4,8:30,10:30,L,,,563696,INCO-I1O01,INTRODUCCIÓ ALS COMPUTADORS,I,VGA108
2021,1,I1021,340369,4,10:30,12:30,L,,,563691,INCO-I1O01,INTRODUCCIÓ ALS COMPUTADORS,I,VGA123
2021,1,I1022,340369,2,8:30,10:30,L,,,563683,INCO-I1O01,INTRODUCCIÓ ALS COMPUTADORS,I,VGA109
2021,1,M70,340668,3,10:30,12:30,T,,,560651,IEEE,INSTAL·LACIONS ELÈCTRIQUES I EFICIÈNCIA ENERGÈTICA,M,VGA210
2021,1,M70,340668,4,8:30,10:30,T,1,,560650,IEEE,INSTAL·LACIONS ELÈCTRIQUES I EFICIÈNCIA ENERGÈTICA,M,VGA211
2021,1,M7011,340668,4,8:30,10:30,L,2,,560117,IEEE,INSTAL·LACIONS ELÈCTRIQUES I EFICIÈNCIA ENERGÈTICA,M,VGA111
2021,1,E70,340037,2,15:00,17:00,T,,,560285,GEPR-N7O17,GESTIÓ DE PROJECTES,E,VGB003
2021,1,E7011,340037,2,17:00,19:00,L,,,560423,GEPR-N7O17,GESTIÓ DE PROJECTES,E,VGA214
2021,1,E7012,340037,2,19:00,21:00,L,,,560428,GEPR-N7O17,GESTIÓ DE PROJECTES,E,VGA214
2021,1,E71,340037,3,8:30,10:30,T,,,560432,GEPR-N7O17,GESTIÓ DE PROJECTES,E,VGB001
2021,1,E7111,340037,2,10:30,12:30,L,,,560419,GEPR-N7O17,GESTIÓ DE PROJECTES,E,VGA210
2021,1,E7112,340037,2,12:30,14:30,L,,,560434,GEPR-N7O17,GESTIÓ DE PROJECTES,E,VGA210
2021,1,E7121,340037,2,8:30,10:30,L,,,560435,GEPR-N7O17,GESTIÓ DE PROJECTES,E,VGA210
2021,1,K70,340037,2,15:00,17:00,T,,,560286,GEPR-N7O17,GESTIÓ DE PROJECTES,K,VGB003
2021,1,K7011,340037,2,17:00,19:00,L,,,560425,GEPR-N7O17,GESTIÓ DE PROJECTES,K,VGA214
2021,1,K7012,340037,2,19:00,21:00,L,,,560660,GEPR-N7O17,GESTIÓ DE PROJECTES,K,VGA214
2021,1,K71,340037,3,8:30,10:30,T,,,560431,GEPR-N7O17,GESTIÓ DE PROJECTES,K,VGB001
2021,1,K7111,340037,2,10:30,12:30,L,,,560659,GEPR-N7O17,GESTIÓ DE PROJECTES,K,VGA210
2021,1,K7112,340037,2,12:30,14:30,L,,,560433,GEPR-N7O17,GESTIÓ DE PROJECTES,K,VGA210
2021,1,K7121,340037,2,8:30,10:30,L,,,560436,GEPR-N7O17,GESTIÓ DE PROJECTES,K,VGA210
2021,1,M70,340037,3,8:30,10:30,T,,,560089,GEPR-N7O17,GESTIÓ DE PROJECTES,M,VGB001
2021,1,M7011,340037,2,10:30,12:30,L,,,560422,GEPR-N7O17,GESTIÓ DE PROJECTES,M,VGA210
2021,1,M7012,340037,2,12:30,14:30,L,,,560093,GEPR-N7O17,GESTIÓ DE PROJECTES,M,VGA210
2021,1,M7021,340037,2,8:30,10:30,L,,,560437,GEPR-N7O17,GESTIÓ DE PROJECTES,M,VGA210
2021,1,M71,340037,2,15:00,17:00,T,,,560287,GEPR-N7O17,GESTIÓ DE PROJECTES,M,VGB003
2021,1,M7111,340037,2,17:00,19:00,L,,,560426,GEPR-N7O17,GESTIÓ DE PROJECTES,M,VGA214
2021,1,M7112,340037,2,19:00,21:00,L,,,560429,GEPR-N7O17,GESTIÓ DE PROJECTES,M,VGA214
2021,1,E70,340672,3,19:00,21:00,T,2,,560065,GEEL,GESTIÓ I ESTALVI D'ENERGIA ELÈCTRICA,E,VGA213
2021,1,E70,340672,4,17:00,19:00,T,,,560043,GEEL,GESTIÓ I ESTALVI D'ENERGIA ELÈCTRICA,E,VGA211
2021,1,E7011,340672,3,19:00,21:00,L,1,,560064,GEEL,GESTIÓ I ESTALVI D'ENERGIA ELÈCTRICA,E,VGA213
2021,1,K70,340672,3,19:00,21:00,T,2,,560307,GEEL,GESTIÓ I ESTALVI D'ENERGIA ELÈCTRICA,K,VGA213
2021,1,K70,340672,4,17:00,19:00,T,,,560630,GEEL,GESTIÓ I ESTALVI D'ENERGIA ELÈCTRICA,K,VGA211
2021,1,K7011,340672,3,19:00,21:00,L,1,,560636,GEEL,GESTIÓ I ESTALVI D'ENERGIA ELÈCTRICA,K,VGA213
2021,1,E70,340670,1,19:00,21:00,T,,,560626,FSER,FONTS I SISTEMES D'ENERGIES RENOVABLES,E,VGA209
2021,1,E70,340670,4,19:00,21:00,T,2,,560304,FSER,FONTS I SISTEMES D'ENERGIES RENOVABLES,E,VGA211
2021,1,E7011,340670,4,19:00,21:00,L,1,,560632,FSER,FONTS I SISTEMES D'ENERGIES RENOVABLES,E,VGA211
2021,1,K70,340670,1,19:00,21:00,T,,,560398,FSER,FONTS I SISTEMES D'ENERGIES RENOVABLES,K,VGA209
2021,1,K70,340670,4,19:00,21:00,T,2,,560397,FSER,FONTS I SISTEMES D'ENERGIES RENOVABLES,K,VGA211
2021,1,K7011,340670,4,19:00,21:00,L,1,,560401,FSER,FONTS I SISTEMES D'ENERGIES RENOVABLES,K,VGA211
2021,1,I10,340368,3,10:30,12:30,T,,,563687,FOPR-I1O23,FONAMENTS DE PROGRAMACIÓ,I,VGA042
2021,1,I1011,340368,2,8:30,10:30,L,1,,563689,FOPR-I1O23,FONAMENTS DE PROGRAMACIÓ,I,VGA105
2021,1,I1011,340368,4,8:30,10:30,L,,,563690,FOPR-I1O23,FONAMENTS DE PROGRAMACIÓ,I,VGA109
2021,1,I1012,340368,2,8:30,10:30,L,2,,563693,FOPR-I1O23,FONAMENTS DE PROGRAMACIÓ,I,VGA105
2021,1,I1012,340368,4,10:30,12:30,L,,,563694,FOPR-I1O23,FONAMENTS DE PROGRAMACIÓ,I,VGA109
2021,1,I1021,340368,2,12:30,14:30,L,2,,563547,FOPR-I1O23,FONAMENTS DE PROGRAMACIÓ,I,VGA109
2021,1,I1021,340368,3,12:30,14:30,L,,,563548,FOPR-I1O23,FONAMENTS DE PROGRAMACIÓ,I,VGA109
2021,1,I1022,340368,2,12:30,14:30,L,2,,563698,FOPR-I1O23,FONAMENTS DE PROGRAMACIÓ,I,VGA027
2021,1,I1022,340368,3,12:30,14:30,L,,,563699,FOPR-I1O23,FONAMENTS DE PROGRAMACIÓ,I,VGA027
2021,1,N10,340021,2,10:30,12:30,T,,,563611,FOMA-N1O43,FONAMENTS MATEMÀTICS,N,VGB001
2021,1,N10,340021,4,8:30,10:30,T,,,563612,FOMA-N1O43,FONAMENTS MATEMÀTICS,N,VGB001
2021,1,N11,340021,3,10:30,12:30,T,,,563631,FOMA-N1O43,FONAMENTS MATEMÀTICS,N,VGB007
2021,1,N11,340021,4,10:30,12:30,T,,,563632,FOMA-N1O43,FONAMENTS MATEMÀTICS,N,VGB007
2021,1,N12,340021,1,8:30,10:30,T,,,563647,FOMA-N1O43,FONAMENTS MATEMÀTICS,N,VGB003
2021,1,N12,340021,5,12:30,14:30,T,,,563648,FOMA-N1O43,FONAMENTS MATEMÀTICS,N,VGB003
2021,1,N13,340021,2,19:00,21:00,T,,,563663,FOMA-N1O43,FONAMENTS MATEMÀTICS,N,VGB008
2021,1,N13,340021,5,15:00,17:00,T,,,563664,FOMA-N1O43,FONAMENTS MATEMÀTICS,N,VGB008
2021,1,N14,340021,2,15:00,17:00,T,,,563732,FOMA-N1O43,FONAMENTS MATEMÀTICS,N,VGB104
2021,1,N14,340021,5,15:00,17:00,T,,,563733,FOMA-N1O43,FONAMENTS MATEMÀTICS,N,VGB104
2021,1,I10,340366,1,10:30,12:30,T,,,563680,FOMA-I1O43,FONAMENTS MATEMÀTICS,I,VGB104
2021,1,I10,340366,2,12:30,14:30,T,1,,563681,FOMA-I1O43,FONAMENTS MATEMÀTICS,I,VGB104
2021,1,I10,340366,5,10:30,12:30,T,,,563682,FOMA-I1O43,FONAMENTS MATEMÀTICS,I,VGB104
2021,1,I10,340367,1,8:30,10:30,T,,,563701,FISI-I1O21,FÍSICA,I,VGB104
2021,1,I10,340367,2,10:30,12:30,T,1,,563608,FISI-I1O21,FÍSICA,I,VGB104
2021,1,I10,340367,5,8:30,10:30,T,2,2,563723,FISI-I1O21,FÍSICA,I,VGB104
2021,1,I10,340367,5,8:30,10:30,T,1,,563609,FISI-I1O21,FÍSICA,I,VGB104
2021,1,I1011,340367,5,8:30,10:30,L,2,1,563695,FISI-I1O21,FÍSICA,I,VGA114
2021,1,I1012,340367,2,8:30,10:30,L,1,1,563692,FISI-I1O21,FÍSICA,I,VGA114
2021,1,I1021,340367,2,8:30,10:30,L,1,2,563688,FISI-I1O21,FÍSICA,I,VGA114
2021,1,I1022,340367,5,12:30,14:30,L,2,2,563697,FISI-I1O21,FÍSICA,I,VGA114
2021,1,D20,340027,2,19:00,21:00,T,,,560195,FIS2-N2O21,FÍSICA II,D,VGB104
2021,1,D20,340027,4,19:00,21:00,T,2,1,560197,FIS2-N2O21,FÍSICA II,D,VGB104
2021,1,D20,340027,4,19:00,21:00,T,1,,560196,FIS2-N2O21,FÍSICA II,D,VGB104
2021,1,D2011,340027,5,19:00,21:00,L,1,2,560497,FIS2-N2O21,FÍSICA II,D,VGA114
2021,1,D2012,340027,2,15:00,17:00,L,2,1,560502,FIS2-N2O21,FÍSICA II,D,VGA114
2021,1,D2021,340027,4,19:00,21:00,L,2,2,560507,FIS2-N2O21,FÍSICA II,D,VGA114
2021,1,D21,340027,1,12:30,14:30,T,2,1,560592,FIS2-N2O21,FÍSICA II,D,VGA214
2021,1,D21,340027,1,12:30,14:30,T,1,,560591,FIS2-N2O21,FÍSICA II,D,VGA214
2021,1,D21,340027,3,12:30,14:30,T,,,560593,FIS2-N2O21,FÍSICA II,D,VGA213
2021,1,D2111,340027,3,10:30,12:30,L,2,2,560310,FIS2-N2O21,FÍSICA II,D,VGA114
2021,1,N20,340027,2,19:00,21:00,T,,,560106,FIS2-N2O21,FÍSICA II,N,VGB104
2021,1,N20,340027,4,19:00,21:00,T,2,1,560108,FIS2-N2O21,FÍSICA II,N,VGB104
2021,1,N20,340027,4,19:00,21:00,T,1,,560107,FIS2-N2O21,FÍSICA II,N,VGB104
2021,1,N2011,340027,5,19:00,21:00,L,1,2,560204,FIS2-N2O21,FÍSICA II,N,VGA114
2021,1,N2012,340027,2,15:00,17:00,L,2,1,560210,FIS2-N2O21,FÍSICA II,N,VGA114
2021,1,N2021,340027,4,19:00,21:00,L,2,2,560215,FIS2-N2O21,FÍSICA II,N,VGA114
2021,1,N21,340027,1,12:30,14:30,T,2,1,560406,FIS2-N2O21,FÍSICA II,N,VGA214
2021,1,N21,340027,1,12:30,14:30,T,1,,560405,FIS2-N2O21,FÍSICA II,N,VGA214
2021,1,N21,340027,3,12:30,14:30,T,,,560407,FIS2-N2O21,FÍSICA II,N,VGA213
2021,1,N2111,340027,3,10:30,12:30,L,2,2,560309,FIS2-N2O21,FÍSICA II,N,VGA114
2021,1,N10,340023,1,12:30,14:30,T,2,1,563615,FIS1-N1O21,FÍSICA I,N,VGB001
2021,1,N10,340023,1,12:30,14:30,T,1,,563614,FIS1-N1O21,FÍSICA I,N,VGB001
2021,1,N10,340023,5,10:30,12:30,T,,,563616,FIS1-N1O21,FÍSICA I,N,VGB001
2021,1,N1011,340023,5,12:30,14:30,L,1,1,563621,FIS1-N1O21,FÍSICA I,N,VGA114
2021,1,N1012,340023,5,12:30,14:30,L,1,2,563624,FIS1-N1O21,FÍSICA I,N,VGA114
2021,1,N1021,340023,5,12:30,14:30,L,2,1,563628,FIS1-N1O21,FÍSICA I,N,VGA114
2021,1,N11,340023,1,8:30,10:30,T,2,1,563635,FIS1-N1O21,FÍSICA I,N,VGB007
2021,1,N11,340023,1,8:30,10:30,T,1,,563634,FIS1-N1O21,FÍSICA I,N,VGB007
2021,1,N11,340023,4,8:30,10:30,T,,,563636,FIS1-N1O21,FÍSICA I,N,VGB007
2021,1,N1111,340023,1,12:30,14:30,L,1,1,563638,FIS1-N1O21,FÍSICA I,N,VGA114
2021,1,N1112,340023,1,12:30,14:30,L,1,2,563640,FIS1-N1O21,FÍSICA I,N,VGA114
2021,1,N1121,340023,1,12:30,14:30,L,2,1,563643,FIS1-N1O21,FÍSICA I,N,VGA114
2021,1,N1122,340023,1,12:30,14:30,L,2,2,563677,FIS1-N1O21,FÍSICA I,N,VGA114
2021,1,N12,340023,1,10:30,12:30,T,,,563650,FIS1-N1O21,FÍSICA I,N,VGB003
2021,1,N12,340023,3,10:30,12:30,T,2,1,563652,FIS1-N1O21,FÍSICA I,N,VGB003
2021,1,N12,340023,3,10:30,12:30,T,1,,563651,FIS1-N1O21,FÍSICA I,N,VGB003
2021,1,N1211,340023,5,10:30,12:30,L,1,1,563657,FIS1-N1O21,FÍSICA I,N,VGA114
2021,1,N1212,340023,5,10:30,12:30,L,1,2,563659,FIS1-N1O21,FÍSICA I,N,VGA114
2021,1,N1221,340023,5,10:30,12:30,L,2,1,563661,FIS1-N1O21,FÍSICA I,N,VGA114
2021,1,N1222,340023,5,10:30,12:30,L,2,2,563676,FIS1-N1O21,FÍSICA I,N,VGA114
2021,1,N13,340023,4,15:00,17:00,T,,,563665,FIS1-N1O21,FÍSICA I,N,VGB008
2021,1,N13,340023,5,17:00,19:00,T,2,2,563667,FIS1-N1O21,FÍSICA I,N,VGB008
2021,1,N13,340023,5,17:00,19:00,T,1,,563666,FIS1-N1O21,FÍSICA I,N,VGB008
2021,1,N1311,340023,4,17:00,19:00,L,2,1,563670,FIS1-N1O21,FÍSICA I,N,VGA114
2021,1,N1312,340023,4,17:00,19:00,L,2,2,563674,FIS1-N1O21,FÍSICA I,N,VGA114
2021,1,N1321,340023,5,19:00,21:00,L,2,2,563601,FIS1-N1O21,FÍSICA I,N,VGA114
2021,1,N14,340023,4,15:00,17:00,T,,,563741,FIS1-N1O21,FÍSICA I,N,VGB001
2021,1,N14,340023,5,17:00,19:00,T,2,2,563745,FIS1-N1O21,FÍSICA I,N,VGB007
2021,1,N14,340023,5,17:00,19:00,T,1,,563744,FIS1-N1O21,FÍSICA I,N,VGB007
2021,1,N1411,340023,2,17:00,19:00,L,2,1,563742,FIS1-N1O21,FÍSICA I,N,VGA114
2021,1,N1412,340023,5,19:00,21:00,L,1,1,563743,FIS1-N1O21,FÍSICA I,N,VGA114
2021,1,N30,340038,4,8:30,10:30,T,2,1,560712,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGB005
2021,1,N30,340038,2,10:30,12:30,T,,,560224,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGB005
2021,1,N30,340038,4,8:30,10:30,T,1,,560223,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGB005
2021,1,N3011,340038,5,8:30,10:30,L,1,1,560231,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGA029
2021,1,N3012,340038,5,8:30,10:30,L,1,2,560235,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGA029
2021,1,N3021,340038,5,8:30,10:30,L,2,1,560239,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGA029
2021,1,N3022,340038,5,8:30,10:30,L,2,2,560775,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGA029
2021,1,N31,340038,3,8:30,10:30,T,2,1,563708,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGB005
2021,1,N31,340038,3,8:30,10:30,T,1,,563707,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGB005
2021,1,N31,340038,5,12:30,14:30,T,,,563706,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGB007
2021,1,N3111,340038,1,10:30,12:30,L,1,1,560777,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGA029
2021,1,N3112,340038,1,10:30,12:30,L,1,2,560663,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGA029
2021,1,N3121,340038,1,12:30,14:30,L,1,2,560290,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGA029
2021,1,N32,340038,4,17:00,19:00,T,2,1,560770,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGB005
2021,1,N32,340038,2,17:00,19:00,T,,,560260,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGB007
2021,1,N32,340038,4,17:00,19:00,T,1,,560261,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGB005
2021,1,N3211,340038,3,19:00,21:00,L,1,1,560268,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGA029
2021,1,N3212,340038,3,19:00,21:00,L,2,1,560272,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGA029
2021,1,N3221,340038,3,19:00,21:00,L,1,2,560276,FENT-F3O29,FONAMENTS D'ENGINYERIA TÈRMICA,N,VGA029
2021,1,D20,340024,1,17:00,19:00,T,,,560740,EXGR-N2O17,EXPRESSIÓ GRÀFICA,D,VGB001
2021,1,D2011,340024,3,17:00,19:00,L,,,560496,EXGR-N2O17,EXPRESSIÓ GRÀFICA,D,VGA111
2021,1,D2012,340024,3,15:00,17:00,L,,,560501,EXGR-N2O17,EXPRESSIÓ GRÀFICA,D,VGA105
2021,1,D2021,340024,1,19:00,21:00,L,,,560506,EXGR-N2O17,EXPRESSIÓ GRÀFICA,D,VGA105
2021,1,D21,340024,2,12:30,14:30,T,,,560404,EXGR-N2O17,EXPRESSIÓ GRÀFICA,D,VGB001
2021,1,D2111,340024,2,10:30,12:30,L,,,560511,EXGR-N2O17,EXPRESSIÓ GRÀFICA,D,VGA123
2021,1,D2112,340024,4,10:30,12:30,L,,,560187,EXGR-N2O17,EXPRESSIÓ GRÀFICA,D,VGA111
2021,1,N20,340024,1,17:00,19:00,T,,,560313,EXGR-N2O17,EXPRESSIÓ GRÀFICA,N,VGB001
2021,1,N2011,340024,3,17:00,19:00,L,,,560201,EXGR-N2O17,EXPRESSIÓ GRÀFICA,N,VGA111
2021,1,N2012,340024,3,15:00,17:00,L,,,560207,EXGR-N2O17,EXPRESSIÓ GRÀFICA,N,VGA105
2021,1,N2021,340024,1,19:00,21:00,L,,,560213,EXGR-N2O17,EXPRESSIÓ GRÀFICA,N,VGA105
2021,1,N21,340024,2,12:30,14:30,T,,,560348,EXGR-N2O17,EXPRESSIÓ GRÀFICA,N,VGB001
2021,1,N2111,340024,2,10:30,12:30,L,,,560308,EXGR-N2O17,EXPRESSIÓ GRÀFICA,N,VGA123
2021,1,N2112,340024,4,10:30,12:30,L,,,560188,EXGR-N2O17,EXPRESSIÓ GRÀFICA,N,VGA111
2021,1,M50,340053,3,10:30,12:30,T,,,560055,EXG2-M5O17,EXPRESSIÓ GRÀFICA II,M,VGB104
2021,1,M5011,340053,2,8:30,10:30,L,,,560081,EXG2-M5O17,EXPRESSIÓ GRÀFICA II,M,VGA111
2021,1,M5012,340053,3,19:00,21:00,L,,,560752,EXG2-M5O17,EXPRESSIÓ GRÀFICA II,M,VGA105
